"Dia","Mes","Ano","Estado","Comunidad","Sitio","Latitud","Longitud","Habitat","Zonificacion","TipoProteccion","ANP","BuzoMonitor","HoraInicial","HoraFinal","ProfundidadInicial","ProfundidadFinal","Temperatura","Visibilidad","Corriente","Transecto","Genero","Especie","GeneroEspecie","Abundancia"
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","José Torres",NA,NA,5,5,NA,NA,NA,1,"Pharia","pyramidata","Pharia pyramidata",3
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","José Torres",NA,NA,5,5,NA,NA,NA,1,"Phataria","unifascialis","Phataria unifascialis",7
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","José Torres",NA,NA,5,5,NA,NA,NA,1,"ND","sp.","Gorgoniidae sp.",2
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","José Torres",NA,NA,5,5,NA,NA,NA,1,"Eucidaris","thouarsii","Eucidaris thouarsii",16
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","José Torres",NA,NA,5,5,NA,NA,NA,1,"Tripneustes","depressus","Tripneustes depressus",4
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","José Torres",NA,NA,5,5,NA,NA,NA,1,"Pharia","pyramidata","Pharia pyramidata",2
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","José Torres",NA,NA,5,5,NA,NA,NA,1,"Phataria","unifascialis","Phataria unifascialis",2
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","José Torres",NA,NA,5,5,NA,NA,NA,1,"ND","sp.","Gorgoniidae sp.",7
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","José Torres",NA,NA,5,5,NA,NA,NA,1,"Eucidaris","thouarsii","Eucidaris thouarsii",26
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","José Torres",NA,NA,5,5,NA,NA,NA,1,"Tripneustes","depressus","Tripneustes depressus",25
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","José Torres",NA,NA,5.2,5.2,NA,NA,NA,2,"Pharia","pyramidata","Pharia pyramidata",2
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","José Torres",NA,NA,5.2,5.2,NA,NA,NA,2,"Phataria","unifascialis","Phataria unifascialis",2
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","José Torres",NA,NA,5.2,5.2,NA,NA,NA,2,"ND","sp.","Gorgoniidae sp.",2
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","José Torres",NA,NA,5.2,5.2,NA,NA,NA,2,"Eucidaris","thouarsii","Eucidaris thouarsii",15
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","José Torres",NA,NA,5.2,5.2,NA,NA,NA,2,"Pharia","pyramidata","Pharia pyramidata",1
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","José Torres",NA,NA,5.2,5.2,NA,NA,NA,2,"Phataria","unifascialis","Phataria unifascialis",1
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","José Torres",NA,NA,5.2,5.2,NA,NA,NA,2,"ND","sp.","Gorgoniidae sp.",3
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","José Torres",NA,NA,5.2,5.2,NA,NA,NA,2,"Eucidaris","thouarsii","Eucidaris thouarsii",20
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","José Torres",NA,NA,5.2,5.2,NA,NA,NA,2,"Pharia","pyramidata","Pharia pyramidata",4
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","José Torres",NA,NA,5.2,5.2,NA,NA,NA,2,"Phataria","unifascialis","Phataria unifascialis",4
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","José Torres",NA,NA,5.2,5.2,NA,NA,NA,2,"ND","sp.","Gorgoniidae sp.",5
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","José Torres",NA,NA,5.2,5.2,NA,NA,NA,2,"Eucidaris","thouarsii","Eucidaris thouarsii",26
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","José Torres",NA,NA,5.2,5.2,NA,NA,NA,2,"Tripneustes","depressus","Tripneustes depressus",14
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Ulises Becerra",NA,NA,12,12,NA,NA,NA,7,"Pharia","pyramidata","Pharia pyramidata",1
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Ulises Becerra",NA,NA,12,12,NA,NA,NA,7,"Phataria","unifascialis","Phataria unifascialis",1
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Ulises Becerra",NA,NA,12,12,NA,NA,NA,7,"ND","sp.","Gorgoniidae sp.",14
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Ulises Becerra",NA,NA,12,12,NA,NA,NA,7,"Eucidaris","thouarsii","Eucidaris thouarsii",25
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Ulises Becerra",NA,NA,12,12,NA,NA,NA,7,"Centrostephanus ","coronatus","Centrostephanus coronatus",4
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Ulises Becerra",NA,NA,12,12,NA,NA,NA,7,"Chama","sp.","Chama sp.",7
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Ulises Becerra",NA,NA,12,12,NA,NA,NA,7,"Pharia","pyramidata","Pharia pyramidata",4
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Ulises Becerra",NA,NA,12,12,NA,NA,NA,7,"Phataria","unifascialis","Phataria unifascialis",3
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Ulises Becerra",NA,NA,12,12,NA,NA,NA,7,"ND","sp.","Gorgoniidae sp.",18
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Ulises Becerra",NA,NA,12,12,NA,NA,NA,7,"Eucidaris","thouarsii","Eucidaris thouarsii",15
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Ulises Becerra",NA,NA,12,12,NA,NA,NA,7,"Hexaplex","nigritus","Hexaplex nigritus",1
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Ulises Becerra",NA,NA,12,12,NA,NA,NA,7,"Hexaplex","nigritus","Hexaplex nigritus",1
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Ulises Becerra",NA,NA,12,12,NA,NA,NA,7,"Spondylus","limbatus","Spondylus limbatus",2
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Ulises Becerra",NA,NA,12,12,NA,NA,NA,7,"Pharia","pyramidata","Pharia pyramidata",5
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Ulises Becerra",NA,NA,12,12,NA,NA,NA,7,"ND","sp.","Gorgoniidae sp.",15
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Ulises Becerra",NA,NA,12,12,NA,NA,NA,7,"Eucidaris","thouarsii","Eucidaris thouarsii",15
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Ulises Becerra",NA,NA,12,12,NA,NA,NA,7,"Hexaplex","nigritus","Hexaplex nigritus",3
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Ulises Becerra",NA,NA,12,12,NA,NA,NA,8,"Pharia","pyramidata","Pharia pyramidata",6
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Ulises Becerra",NA,NA,12,12,NA,NA,NA,8,"Phataria","unifascialis","Phataria unifascialis",5
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Ulises Becerra",NA,NA,12,12,NA,NA,NA,8,"ND","sp.","Gorgoniidae sp.",6
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Ulises Becerra",NA,NA,12,12,NA,NA,NA,8,"Eucidaris","thouarsii","Eucidaris thouarsii",13
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Ulises Becerra",NA,NA,12,12,NA,NA,NA,8,"Tripneustes","depressus","Tripneustes depressus",1
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Ulises Becerra",NA,NA,12,12,NA,NA,NA,8,"Chama","sp.","Chama sp.",2
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Ulises Becerra",NA,NA,12,12,NA,NA,NA,8,"Mithrodia","bradleyi","Mithrodia bradleyi",1
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Ulises Becerra",NA,NA,12,12,NA,NA,NA,8,"Pharia","pyramidata","Pharia pyramidata",1
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Ulises Becerra",NA,NA,12,12,NA,NA,NA,8,"Phataria","unifascialis","Phataria unifascialis",1
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Ulises Becerra",NA,NA,12,12,NA,NA,NA,8,"ND","sp.","Gorgoniidae sp.",16
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Ulises Becerra",NA,NA,12,12,NA,NA,NA,8,"Eucidaris","thouarsii","Eucidaris thouarsii",15
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Ulises Becerra",NA,NA,12,12,NA,NA,NA,8,"Chama","sp.","Chama sp.",2
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Ulises Becerra",NA,NA,12,12,NA,NA,NA,8,"Nidorellia","armata","Nidorellia armata",1
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Ulises Becerra",NA,NA,12,12,NA,NA,NA,8,"Pharia","pyramidata","Pharia pyramidata",2
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Ulises Becerra",NA,NA,12,12,NA,NA,NA,8,"Phataria","unifascialis","Phataria unifascialis",2
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Ulises Becerra",NA,NA,12,12,NA,NA,NA,8,"ND","sp.","Gorgoniidae sp.",18
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Ulises Becerra",NA,NA,12,12,NA,NA,NA,8,"Eucidaris","thouarsii","Eucidaris thouarsii",23
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Ulises Becerra",NA,NA,12,12,NA,NA,NA,8,"Hexaplex","nigritus","Hexaplex nigritus",2
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Ulises Becerra",NA,NA,12,12,NA,NA,NA,8,"Pinctada","mazatlanica","Pinctada mazatlanica",1
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Ulises Becerra",NA,NA,12,12,NA,NA,NA,8,"Chama","sp.","Chama sp.",2
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Samuel Delgado",NA,NA,12.5,12.5,NA,NA,NA,5,"Pentaceraster ","cumingi","Pentaceraster cumingi",1
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Samuel Delgado",NA,NA,12.5,12.5,NA,NA,NA,5,"Pharia","pyramidata","Pharia pyramidata",3
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Samuel Delgado",NA,NA,12.5,12.5,NA,NA,NA,5,"Phataria","unifascialis","Phataria unifascialis",1
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Samuel Delgado",NA,NA,12.5,12.5,NA,NA,NA,5,"ND","sp.","Gorgoniidae sp.",9
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Samuel Delgado",NA,NA,12.5,12.5,NA,NA,NA,5,"Eucidaris","thouarsii","Eucidaris thouarsii",4
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Samuel Delgado",NA,NA,12.5,12.5,NA,NA,NA,5,"Chama","sp.","Chama sp.",4
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Samuel Delgado",NA,NA,12.5,12.5,NA,NA,NA,5,"Pharia","pyramidata","Pharia pyramidata",5
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Samuel Delgado",NA,NA,12.5,12.5,NA,NA,NA,5,"Phataria","unifascialis","Phataria unifascialis",5
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Samuel Delgado",NA,NA,12.5,12.5,NA,NA,NA,5,"ND","sp.","Gorgoniidae sp.",11
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Samuel Delgado",NA,NA,12.5,12.5,NA,NA,NA,5,"Eucidaris","thouarsii","Eucidaris thouarsii",13
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Samuel Delgado",NA,NA,12.5,12.5,NA,NA,NA,5,"Chama","sp.","Chama sp.",2
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Samuel Delgado",NA,NA,12.5,12.5,NA,NA,NA,5,"Pharia","pyramidata","Pharia pyramidata",5
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Samuel Delgado",NA,NA,12.5,12.5,NA,NA,NA,5,"Phataria","unifascialis","Phataria unifascialis",4
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Samuel Delgado",NA,NA,12.5,12.5,NA,NA,NA,5,"ND","sp.","Gorgoniidae sp.",4
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Samuel Delgado",NA,NA,12.5,12.5,NA,NA,NA,5,"Eucidaris","thouarsii","Eucidaris thouarsii",4
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Samuel Delgado",NA,NA,12.5,12.5,NA,NA,NA,5,"Isostichopus","fuscus","Isostichopus fuscus",1
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Samuel Delgado",NA,NA,12.5,12.5,NA,NA,NA,6,"Pentaceraster ","cumingi","Pentaceraster cumingi",2
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Samuel Delgado",NA,NA,12.5,12.5,NA,NA,NA,6,"Pharia","pyramidata","Pharia pyramidata",5
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Samuel Delgado",NA,NA,12.5,12.5,NA,NA,NA,6,"Phataria","unifascialis","Phataria unifascialis",5
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Samuel Delgado",NA,NA,12.5,12.5,NA,NA,NA,6,"ND","sp.","Gorgoniidae sp.",15
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Samuel Delgado",NA,NA,12.5,12.5,NA,NA,NA,6,"Eucidaris","thouarsii","Eucidaris thouarsii",16
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Samuel Delgado",NA,NA,12.5,12.5,NA,NA,NA,6,"Chama","sp.","Chama sp.",3
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Samuel Delgado",NA,NA,12.5,12.5,NA,NA,NA,6,"Pentaceraster ","cumingi","Pentaceraster cumingi",1
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Samuel Delgado",NA,NA,12.5,12.5,NA,NA,NA,6,"Pharia","pyramidata","Pharia pyramidata",1
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Samuel Delgado",NA,NA,12.5,12.5,NA,NA,NA,6,"Phataria","unifascialis","Phataria unifascialis",3
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Samuel Delgado",NA,NA,12.5,12.5,NA,NA,NA,6,"ND","sp.","Gorgoniidae sp.",12
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Samuel Delgado",NA,NA,12.5,12.5,NA,NA,NA,6,"Eucidaris","thouarsii","Eucidaris thouarsii",13
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Samuel Delgado",NA,NA,12.5,12.5,NA,NA,NA,6,"Panulirus","interruptus","Panulirus interruptus",1
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Samuel Delgado",NA,NA,12.5,12.5,NA,NA,NA,6,"Hexaplex","princeps","Hexaplex princeps",1
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Samuel Delgado",NA,NA,12.5,12.5,NA,NA,NA,6,"Hyotissa","hyotis","Hyotissa hyotis",2
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Samuel Delgado",NA,NA,12.5,12.5,NA,NA,NA,6,"Chama","sp.","Chama sp.",4
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Samuel Delgado",NA,NA,12.5,12.5,NA,NA,NA,6,"Pentaceraster ","cumingi","Pentaceraster cumingi",2
4,11,2009,"Sonora","Bahia de Kino","Punta Rabijunco",28.38045,-112.29671,"Arrecife Rocoso","Zona de no Pesca",NA,"Reserva de la Biosfera Isla San Pedro Mártir","Samuel Delgado",NA,NA,12.5,12.5,NA,NA,NA,6,"Pharia","pyramidata","Pharia pyramidata",5
