codigo;dia;mes ;año;latitud (N);longitud (W);sitio;Zonificación;sitio en extenso;observador;compañero;lado;survey other_depth_information;transecto;direccion;temperatura;Visibilidad;Corriente;tiempo inicio;tiempo final;profunidad inicial;profunidad  final;GeneroEspecie;talla;abundancia
ISPMLM-021107-SD-I-10-3-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Samuel Delgado;José Torres;Izquierdo;near_bottom;3;200;24;5;Ligera;9:00:00;9:40:00;11;11;Halichoeres dispilus;5;52
ISPMLM-021107-SD-I-10-3-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Samuel Delgado;José Torres;Izquierdo;near_bottom;3;200;24;5;Ligera;9:00:00;9:40:00;11;11;Thalassoma lucasanum;5;52
ISPMLM-021107-SD-I-10-3-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Samuel Delgado;José Torres;Izquierdo;near_bottom;3;200;24;5;Ligera;9:00:00;9:40:00;11;11;Mycteroperca rosacea;20;4
ISPMLM-021107-SD-I-10-3-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Samuel Delgado;José Torres;Izquierdo;near_bottom;3;200;24;5;Ligera;9:00:00;9:40:00;11;11;Gymnothorax castaneus;N/D;1
ISPMLM-021107-SD-I-10-3-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Samuel Delgado;José Torres;Izquierdo;near_bottom;3;200;24;5;Ligera;9:00:00;9:40:00;11;11;Holacanthus passer;15;4
ISPMLM-021107-SD-I-10-3-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Samuel Delgado;José Torres;Izquierdo;near_bottom;3;200;24;5;Ligera;9:00:00;9:40:00;11;11;Ophioblennius steindachneri;8;3
ISPMLM-021107-SD-I-10-3-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Samuel Delgado;José Torres;Izquierdo;near_bottom;3;200;24;5;Ligera;9:00:00;9:40:00;11;11;Urobatis concentricus;20;1
ISPMLM-021107-SD-I-10-3-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Samuel Delgado;José Torres;Izquierdo;near_bottom;3;200;24;5;Ligera;9:00:00;9:40:00;11;11;Chromis atrilobata;5;75
ISPMLM-021107-JG-I-10-1-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Juan Gabriel García;Rosario Solano;Izquierdo;near_bottom;1;100-180;23;5;Ligera;9:00:00;9:33:00;11;11;Stegastes rectifraenum;3;21
ISPMLM-021107-JG-I-10-1-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Juan Gabriel García;Rosario Solano;Izquierdo;near_bottom;1;100-180;23;5;Ligera;9:00:00;9:33:00;11;11;Stegastes rectifraenum;5;13
ISPMLM-021107-JG-I-10-1-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Juan Gabriel García;Rosario Solano;Izquierdo;near_bottom;1;100-180;23;5;Ligera;9:00:00;9:33:00;11;11;Girella simplicidens;30;3
ISPMLM-021107-JG-I-10-1-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Juan Gabriel García;Rosario Solano;Izquierdo;near_bottom;1;100-180;23;5;Ligera;9:00:00;9:33:00;11;11;Chromis atrilobata;5;240
ISPMLM-021107-JG-I-10-1-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Juan Gabriel García;Rosario Solano;Izquierdo;near_bottom;1;100-180;23;5;Ligera;9:00:00;9:33:00;11;11;Thalassoma lucasanum;5;55
ISPMLM-021107-JG-I-10-1-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Juan Gabriel García;Rosario Solano;Izquierdo;near_bottom;1;100-180;23;5;Ligera;9:00:00;9:33:00;11;11;Bodianus diplotaenia;15;6
ISPMLM-021107-JG-I-10-1-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Juan Gabriel García;Rosario Solano;Izquierdo;near_bottom;1;100-180;23;5;Ligera;9:00:00;9:33:00;11;11;Epinephelus labriformis;25;1
ISPMLM-021107-JG-I-10-1-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Juan Gabriel García;Rosario Solano;Izquierdo;near_bottom;1;100-180;23;5;Ligera;9:00:00;9:33:00;11;11;Diodon holocanthus;30;1
ISPMLM-021107-JG-I-10-1-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Juan Gabriel García;Rosario Solano;Izquierdo;near_bottom;1;100-180;23;5;Ligera;9:00:00;9:33:00;11;11;Haemulon sexfasciatum;25;5
ISPMLM-021107-JG-I-10-1-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Juan Gabriel García;Rosario Solano;Izquierdo;near_bottom;1;100-180;23;5;Ligera;9:00:00;9:33:00;11;11;Prionurus punctatus;30;4
ISPMLM-021107-JG-I-10-1-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Juan Gabriel García;Rosario Solano;Izquierdo;near_bottom;1;100-180;23;5;Ligera;9:00:00;9:33:00;11;11;Halichoeres dispilus;5;44
ISPMLM-021107-JG-I-10-1-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Juan Gabriel García;Rosario Solano;Izquierdo;near_bottom;1;100-180;23;5;Ligera;9:00:00;9:33:00;11;11;Johnrandallia nigrirostris;10;8
ISPMLM-021107-JG-I-10-1-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Juan Gabriel García;Rosario Solano;Izquierdo;near_bottom;1;100-180;23;5;Ligera;9:00:00;9:33:00;11;11;Mycteroperca rosacea;25;1
ISPMLM-021107-JG-I-10-1-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Juan Gabriel García;Rosario Solano;Izquierdo;near_bottom;1;100-180;23;5;Ligera;9:00:00;9:33:00;11;11;Mycteroperca rosacea;50;1
ISPMLM-021107-JG-I-10-1-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Juan Gabriel García;Rosario Solano;Izquierdo;near_bottom;1;100-180;23;5;Ligera;9:00:00;9:33:00;11;11;Mycteroperca rosacea;40;1
ISPMLM-021107-JG-I-10-1-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Juan Gabriel García;Rosario Solano;Izquierdo;near_bottom;1;100-180;23;5;Ligera;9:00:00;9:33:00;11;11;Mycteroperca rosacea;15;1
ISPMLM-021107-JG-I-10-1-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Juan Gabriel García;Rosario Solano;Izquierdo;near_bottom;1;100-180;23;5;Ligera;9:00:00;9:33:00;11;11;Holacanthus passer;25;9
ISPMLM-021107-JG-I-10-2-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Juan Gabriel García;Rosario Solano;Izquierdo;near_bottom;2;100-180;23;5;Ligera;9:00:00;9:33:00;11;11;Stegastes rectifraenum;5;25
ISPMLM-021107-JG-I-10-2-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Juan Gabriel García;Rosario Solano;Izquierdo;near_bottom;2;100-180;23;5;Ligera;9:00:00;9:33:00;11;11;Bodianus diplotaenia;5;5
ISPMLM-021107-JG-I-10-2-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Juan Gabriel García;Rosario Solano;Izquierdo;near_bottom;2;100-180;23;5;Ligera;9:00:00;9:33:00;11;11;Chromis atrilobata;5;245
ISPMLM-021107-JG-I-10-2-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Juan Gabriel García;Rosario Solano;Izquierdo;near_bottom;2;100-180;23;5;Ligera;9:00:00;9:33:00;11;11;Gymnothorax castaneus;80;1
ISPMLM-021107-JG-I-10-2-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Juan Gabriel García;Rosario Solano;Izquierdo;near_bottom;2;100-180;23;5;Ligera;9:00:00;9:33:00;11;11;Mycteroperca rosacea;30;3
ISPMLM-021107-JG-I-10-2-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Juan Gabriel García;Rosario Solano;Izquierdo;near_bottom;2;100-180;23;5;Ligera;9:00:00;9:33:00;11;11;Bodianus diplotaenia;20;6
ISPMLM-021107-JG-I-10-3-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Juan Gabriel García;Rosario Solano;Izquierdo;near_bottom;3;100-180;23;5;Ligera;9:00:00;9:33:00;11;11;Stegastes rectifraenum;3;32
ISPMLM-021107-JG-I-10-3-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Juan Gabriel García;Rosario Solano;Izquierdo;near_bottom;3;100-180;23;5;Ligera;9:00:00;9:33:00;11;11;Bodianus diplotaenia;20;4
ISPMLM-021107-JG-I-10-3-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Juan Gabriel García;Rosario Solano;Izquierdo;near_bottom;3;100-180;23;5;Ligera;9:00:00;9:33:00;11;11;Chromis atrilobata;5;210
ISPMLM-021107-JG-I-10-3-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Juan Gabriel García;Rosario Solano;Izquierdo;near_bottom;3;100-180;23;5;Ligera;9:00:00;9:33:00;11;11;Haemulon sexfasciatum;25;9
ISPMLM-021107-JG-I-10-3-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Juan Gabriel García;Rosario Solano;Izquierdo;near_bottom;3;100-180;23;5;Ligera;9:00:00;9:33:00;11;11;Halichoeres dispilus;4;3
ISPMLM-021107-JG-I-10-3-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Juan Gabriel García;Rosario Solano;Izquierdo;near_bottom;3;100-180;23;5;Ligera;9:00:00;9:33:00;11;11;Halichoeres dispilus;3;4
ISPMLM-021107-JG-I-10-3-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Juan Gabriel García;Rosario Solano;Izquierdo;near_bottom;3;100-180;23;5;Ligera;9:00:00;9:33:00;11;11;Mycteroperca rosacea;30;13
ISPMLM-021107-JG-I-10-3-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Juan Gabriel García;Rosario Solano;Izquierdo;near_bottom;3;100-180;23;5;Ligera;9:00:00;9:33:00;11;11;Mycteroperca rosacea;40;17
ISPMLM-021107-JG-I-10-3-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Juan Gabriel García;Rosario Solano;Izquierdo;near_bottom;3;100-180;23;5;Ligera;9:00:00;9:33:00;11;11;Mycteroperca rosacea;25;7
ISPMLM-021107-JG-I-10-3-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Juan Gabriel García;Rosario Solano;Izquierdo;near_bottom;3;100-180;23;5;Ligera;9:00:00;9:33:00;11;11;Scarus compressus;40;1
ISPMLM-021107-JG-I-10-3-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Juan Gabriel García;Rosario Solano;Izquierdo;near_bottom;3;100-180;23;5;Ligera;9:00:00;9:33:00;11;11;Thalassoma lucasanum;3;23
ISPMLM-021107-RS-I-10-1-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Rosario Solano;Juan Gabriel García;Izquierdo;near_bottom;1;180;23;5;Ligera;9:00:00;9:33:00;11;11;Stegastes rectifraenum;7;8
ISPMLM-021107-RS-I-10-1-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Rosario Solano;Juan Gabriel García;Izquierdo;near_bottom;1;180;23;5;Ligera;9:00:00;9:33:00;11;11;Stegastes rectifraenum;10;8
ISPMLM-021107-RS-I-10-1-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Rosario Solano;Juan Gabriel García;Izquierdo;near_bottom;1;180;23;5;Ligera;9:00:00;9:33:00;11;11;Bodianus diplotaenia;10;3
ISPMLM-021107-RS-I-10-1-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Rosario Solano;Juan Gabriel García;Izquierdo;near_bottom;1;180;23;5;Ligera;9:00:00;9:33:00;11;11;Bodianus diplotaenia;20;2
ISPMLM-021107-RS-I-10-1-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Rosario Solano;Juan Gabriel García;Izquierdo;near_bottom;1;180;23;5;Ligera;9:00:00;9:33:00;11;11;Chromis atrilobata;5;104
ISPMLM-021107-RS-I-10-1-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Rosario Solano;Juan Gabriel García;Izquierdo;near_bottom;1;180;23;5;Ligera;9:00:00;9:33:00;11;11;Haemulon sexfasciatum;25;4
ISPMLM-021107-RS-I-10-1-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Rosario Solano;Juan Gabriel García;Izquierdo;near_bottom;1;180;23;5;Ligera;9:00:00;9:33:00;11;11;Halichoeres dispilus;20;5
ISPMLM-021107-RS-I-10-1-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Rosario Solano;Juan Gabriel García;Izquierdo;near_bottom;1;180;23;5;Ligera;9:00:00;9:33:00;11;11;Holacanthus passer;10;6
ISPMLM-021107-RS-I-10-1-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Rosario Solano;Juan Gabriel García;Izquierdo;near_bottom;1;180;23;5;Ligera;9:00:00;9:33:00;11;11;Pomacanthus zonipectus;25;1
ISPMLM-021107-RS-I-10-1-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Rosario Solano;Juan Gabriel García;Izquierdo;near_bottom;1;180;23;5;Ligera;9:00:00;9:33:00;11;11;Anisotremus interruptus;25;2
ISPMLM-021107-RS-I-10-1-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Rosario Solano;Juan Gabriel García;Izquierdo;near_bottom;1;180;23;5;Ligera;9:00:00;9:33:00;11;11;Prionurus punctatus;30;1
ISPMLM-021107-RS-I-10-1-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Rosario Solano;Juan Gabriel García;Izquierdo;near_bottom;1;180;23;5;Ligera;9:00:00;9:33:00;11;11;Mycteroperca rosacea;25;3
ISPMLM-021107-RS-I-10-1-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Rosario Solano;Juan Gabriel García;Izquierdo;near_bottom;1;180;23;5;Ligera;9:00:00;9:33:00;11;11;Johnrandallia nigrirostris;10;2
ISPMLM-021107-RS-I-10-1-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Rosario Solano;Juan Gabriel García;Izquierdo;near_bottom;1;180;23;5;Ligera;9:00:00;9:33:00;11;11;Thalassoma lucasanum;50;35
ISPMLM-021107-RS-I-10-2-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Rosario Solano;Juan Gabriel García;Izquierdo;near_bottom;2;180;23;5;Ligera;9:00:00;9:33:00;11;11;Stegastes rectifraenum;5;10
ISPMLM-021107-RS-I-10-2-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Rosario Solano;Juan Gabriel García;Izquierdo;near_bottom;2;180;23;5;Ligera;9:00:00;9:33:00;11;11;Chromis atrilobata;5;70
ISPMLM-021107-RS-I-10-2-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Rosario Solano;Juan Gabriel García;Izquierdo;near_bottom;2;180;23;5;Ligera;9:00:00;9:33:00;11;11;Bodianus diplotaenia;10;4
ISPMLM-021107-RS-I-10-2-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Rosario Solano;Juan Gabriel García;Izquierdo;near_bottom;2;180;23;5;Ligera;9:00:00;9:33:00;11;11;Halichoeres dispilus;20;1
ISPMLM-021107-RS-I-10-2-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Rosario Solano;Juan Gabriel García;Izquierdo;near_bottom;2;180;23;5;Ligera;9:00:00;9:33:00;11;11;Mycteroperca rosacea;35;5
ISPMLM-021107-RS-I-10-2-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Rosario Solano;Juan Gabriel García;Izquierdo;near_bottom;2;180;23;5;Ligera;9:00:00;9:33:00;11;11;Holacanthus passer;10;5
ISPMLM-021107-RS-I-10-2-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Rosario Solano;Juan Gabriel García;Izquierdo;near_bottom;2;180;23;5;Ligera;9:00:00;9:33:00;11;11;Pomacanthus zonipectus;20;2
ISPMLM-021107-RS-I-10-2-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Rosario Solano;Juan Gabriel García;Izquierdo;near_bottom;2;180;23;5;Ligera;9:00:00;9:33:00;11;11;Prionurus punctatus;15;2
ISPMLM-021107-RS-I-10-2-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Rosario Solano;Juan Gabriel García;Izquierdo;near_bottom;2;180;23;5;Ligera;9:00:00;9:33:00;11;11;Holacanthus passer;10;5
ISPMLM-021107-RS-I-10-2-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Rosario Solano;Juan Gabriel García;Izquierdo;near_bottom;2;180;23;5;Ligera;9:00:00;9:33:00;11;11;Cirrhitus rivulatus;25;1
ISPMLM-021107-RS-I-10-2-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Rosario Solano;Juan Gabriel García;Izquierdo;near_bottom;2;180;23;5;Ligera;9:00:00;9:33:00;11;11;Thalassoma lucasanum;5;8
ISPMLM-021107-RS-I-10-2-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Rosario Solano;Juan Gabriel García;Izquierdo;near_bottom;2;180;23;5;Ligera;9:00:00;9:33:00;11;11;Gymnothorax castaneus;50;1
ISPMLM-021107-RS-I-10-2-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Rosario Solano;Juan Gabriel García;Izquierdo;near_bottom;2;180;23;5;Ligera;9:00:00;9:33:00;11;11;Mycteroperca rosacea;25;2
ISPMLM-021107-RS-I-10-2-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Rosario Solano;Juan Gabriel García;Izquierdo;near_bottom;2;180;23;5;Ligera;9:00:00;9:33:00;11;11;Johnrandallia nigrirostris;10;2
ISPMLM-021107-RS-I-10-3-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Rosario Solano;Juan Gabriel García;Izquierdo;near_bottom;3;180;23;5;Ligera;9:00:00;9:33:00;11;11;Stegastes rectifraenum;5;17
ISPMLM-021107-RS-I-10-3-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Rosario Solano;Juan Gabriel García;Izquierdo;near_bottom;3;180;23;5;Ligera;9:00:00;9:33:00;11;11;Bodianus diplotaenia;10;4
ISPMLM-021107-RS-I-10-3-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Rosario Solano;Juan Gabriel García;Izquierdo;near_bottom;3;180;23;5;Ligera;9:00:00;9:33:00;11;11;Chromis atrilobata;5;150
ISPMLM-021107-RS-I-10-3-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Rosario Solano;Juan Gabriel García;Izquierdo;near_bottom;3;180;23;5;Ligera;9:00:00;9:33:00;11;11;Halichoeres dispilus;5;13
ISPMLM-021107-RS-I-10-3-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Rosario Solano;Juan Gabriel García;Izquierdo;near_bottom;3;180;23;5;Ligera;9:00:00;9:33:00;11;11;Mycteroperca rosacea;15;4
ISPMLM-021107-RS-I-10-3-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Rosario Solano;Juan Gabriel García;Izquierdo;near_bottom;3;180;23;5;Ligera;9:00:00;9:33:00;11;11;Holacanthus passer;10;5
ISPMLM-021107-RS-I-10-3-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Rosario Solano;Juan Gabriel García;Izquierdo;near_bottom;3;180;23;5;Ligera;9:00:00;9:33:00;11;11;Thalassoma lucasanum;5;11
ISPMLM-021107-RS-I-10-3-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Rosario Solano;Juan Gabriel García;Izquierdo;near_bottom;3;180;23;5;Ligera;9:00:00;9:33:00;11;11;Prionurus punctatus;30;12
ISPMLM-021107-RS-I-10-3-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Rosario Solano;Juan Gabriel García;Izquierdo;near_bottom;3;180;23;5;Ligera;9:00:00;9:33:00;11;11;Serranus psittacinus;8;4
ISPMLM-021107-RS-I-10-3-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Rosario Solano;Juan Gabriel García;Izquierdo;near_bottom;3;180;23;5;Ligera;9:00:00;9:33:00;11;11;Anisotremus interruptus;10;5
ISPMLM-021107-RS-I-10-3-F;2;11;2007;28.37056;-112.2995;Los Morritos;Zona de no pesca ;Los Morritos, Reserva de la Biosfera Isla San Pedro Mártir;Rosario Solano;Juan Gabriel García;Izquierdo;near_bottom;3;180;23;5;Ligera;9:00:00;9:33:00;11;11;Bodianus diplotaenia;15;3
ISPMPR-311007-RS-D-20-2-F;31;10;2007;28.38045;-112.29671;Punta Rabijunco;Zona de no pesca ;Punta Rabijunco, Reserva de la Biosfera Isla San Pedro Mártir;Rosario Solano;Juan Gabriel García;Derecho;near_bottom;2;180;22;5;Ligera;9:30:00;10:01:00;20;20;Stegastes rectifraenum;5;7
ISPMPR-311007-RS-D-20-2-F;31;10;2007;28.38045;-112.29671;Punta Rabijunco;Zona de no pesca ;Punta Rabijunco, Reserva de la Biosfera Isla San Pedro Mártir;Rosario Solano;Juan Gabriel García;Derecho;near_bottom;2;180;22;5;Ligera;9:30:00;10:01:00;20;20;Bodianus diplotaenia;15;6
ISPMPR-311007-RS-D-20-2-F;31;10;2007;28.38045;-112.29671;Punta Rabijunco;Zona de no pesca ;Punta Rabijunco, Reserva de la Biosfera Isla San Pedro Mártir;Rosario Solano;Juan Gabriel García;Derecho;near_bottom;2;180;22;5;Ligera;9:30:00;10:01:00;20;20;Mycteroperca rosacea;15;5
ISPMPR-311007-RS-D-20-2-F;31;10;2007;28.38045;-112.29671;Punta Rabijunco;Zona de no pesca ;Punta Rabijunco, Reserva de la Biosfera Isla San Pedro Mártir;Rosario Solano;Juan Gabriel García;Derecho;near_bottom;2;180;22;5;Ligera;9:30:00;10:01:00;20;20;Mycteroperca rosacea;25;2
