Dia;Mes;Ano;Estado;Comunidad;Sitio;Latitud;Longitud;Habitat;Zonificacion;TipoProteccion;ANP;Buzo Monitor;Hora inicial buceo;Hora final buceo;Profundidad inicial;Profundidad final;Temperatura;Visibilidad;Corriente;Transecto;Genero;Especie;GeneroEspecie;Sexo;Talla;PromedioTalla;Abundancia
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.375694444;0.4;15;15;23;3;Ligera;1;Holacanthus;passer;Holacanthus passer;NA;15;NA;1
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.375694444;0.4;15;15;23;3;Ligera;2;Diodon;holocanthus;Diodon holocanthus;NA;25;NA;1
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.375694444;0.4;15;15;23;3;Ligera;2;Stegastes;rectifraenum;Stegastes rectifraenum;NA;6;NA;16
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.375694444;0.4;15;15;23;3;Ligera;2;Stegastes;rectifraenum;Stegastes rectifraenum;NA;4;NA;6
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.375694444;0.4;15;15;23;3;Ligera;2;Stegastes;rectifraenum;Stegastes rectifraenum;NA;7;NA;9
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.375694444;0.4;15;15;23;3;Ligera;2;Bodianus;diplotaenia;Bodianus diplotaenia;NA;7;NA;3
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.375694444;0.4;15;15;23;3;Ligera;2;Bodianus;diplotaenia;Bodianus diplotaenia;NA;30;NA;2
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.375694444;0.4;15;15;23;3;Ligera;2;Bodianus;diplotaenia;Bodianus diplotaenia;NA;5;NA;8
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.375694444;0.4;15;15;23;3;Ligera;2;Chromis;atrilobata;Chromis atrilobata;NA;5;NA;320
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.375694444;0.4;15;15;23;3;Ligera;2;Halichoeres;dispilus;Halichoeres dispilus;NA;7;NA;2
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.375694444;0.4;15;15;23;3;Ligera;2;Halichoeres;dispilus;Halichoeres dispilus;NA;5;NA;3
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.375694444;0.4;15;15;23;3;Ligera;2;Halichoeres;chierchiae;Halichoeres chierchiae;NA;7;NA;6
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.375694444;0.4;15;15;23;3;Ligera;2;Thalassoma;lucasanum;Thalassoma lucasanum;NA;5;NA;11
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.375694444;0.4;15;15;23;3;Ligera;2;Thalassoma;lucasanum;Thalassoma lucasanum;NA;6;NA;8
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.375694444;0.4;15;15;23;3;Ligera;2;Thalassoma;lucasanum;Thalassoma lucasanum;NA;4;NA;26
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.375694444;0.4;15;15;23;3;Ligera;2;Johnrandallia;nigrirostris;Johnrandallia nigrirostris;NA;15;NA;2
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.375694444;0.4;15;15;23;3;Ligera;2;Halichoeres;notospilus;Halichoeres notospilus;NA;10;NA;2
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.375694444;0.4;15;15;23;3;Ligera;2;Gymnothorax;castaneus;Gymnothorax castaneus;NA;70;NA;1
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.375694444;0.4;15;15;23;3;Ligera;2;Epinephelus;labriformis;Epinephelus labriformis;NA;25;NA;3
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.375694444;0.4;15;15;23;3;Ligera;2;Serranus;psittacinus;Serranus psittacinus;NA;7;NA;2
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.375694444;0.4;15;15;23;3;Ligera;2;Serranus;psittacinus;Serranus psittacinus;NA;10;NA;3
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.375694444;0.4;15;15;23;3;Ligera;2;Holacanthus;passer;Holacanthus passer;NA;10;NA;2
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.375694444;0.4;15;15;23;3;Ligera;2;Mycteroperca;rosacea;Mycteroperca rosacea;NA;10;NA;1
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.375694444;0.4;15;15;23;3;Ligera;2;Mycteroperca;rosacea;Mycteroperca rosacea;NA;25;NA;2
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.375694444;0.4;15;15;23;3;Ligera;2;Mycteroperca;rosacea;Mycteroperca rosacea;NA;30;NA;1
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.375694444;0.4;15;15;23;3;Ligera;2;Balistes;polylepsis;Balistes polylepis;NA;30;NA;1
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.375694444;0.4;15;15;23;3;Ligera;2;Ophioblennius;steindachneri;Ophioblennius steindachneri;NA;7;NA;3
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.375694444;0.4;15;15;23;3;Ligera;2;Bodianus;diplotaenia;Bodianus diplotaenia;NA;25;NA;1
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.375694444;0.4;15;15;23;3;Ligera;2;Halichoeres;semicinctus;Halichoeres semicinctus;NA;30;NA;1
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.375694444;0.4;15;15;23;3;Ligera;3;Stegastes;rectifraenum;Stegastes rectifraenum;NA;7;NA;17
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.375694444;0.4;15;15;23;3;Ligera;3;Stegastes;rectifraenum;Stegastes rectifraenum;NA;4;NA;1
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.375694444;0.4;15;15;23;3;Ligera;3;Bodianus;diplotaenia;Bodianus diplotaenia;NA;15;NA;1
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.375694444;0.4;15;15;23;3;Ligera;3;Bodianus;diplotaenia;Bodianus diplotaenia;NA;20;NA;2
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.375694444;0.4;15;15;23;3;Ligera;3;Chromis;atrilobata;Chromis atrilobata;NA;5;NA;100
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.375694444;0.4;15;15;23;3;Ligera;3;Halichoeres;chierchiae;Halichoeres chierchiae;NA;5;NA;4
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.375694444;0.4;15;15;23;3;Ligera;3;Halichoeres;chierchiae;Halichoeres chierchiae;NA;10;NA;21
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.375694444;0.4;15;15;23;3;Ligera;3;Halichoeres;dispilus;Halichoeres dispilus;NA;7;NA;3
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.375694444;0.4;15;15;23;3;Ligera;3;Halichoeres;dispilus;Halichoeres dispilus;NA;5;NA;2
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.375694444;0.4;15;15;23;3;Ligera;3;Thalassoma;lucasanum;Thalassoma lucasanum;NA;4;NA;14
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.375694444;0.4;15;15;23;3;Ligera;3;Halichoeres;notospilus;Halichoeres notospilus;NA;10;NA;2
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.375694444;0.4;15;15;23;3;Ligera;3;Mycteroperca;rosacea;Mycteroperca rosacea;NA;10;NA;2
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.375694444;0.4;15;15;23;3;Ligera;3;Mycteroperca;rosacea;Mycteroperca rosacea;NA;25;NA;1
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.375694444;0.4;15;15;23;3;Ligera;3;Serranus;psittacinus;Serranus psittacinus;NA;10;NA;3
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.375694444;0.4;15;15;23;3;Ligera;3;Stegastes;rectifraenum;Stegastes rectifraenum;NA;5;NA;12
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.375694444;0.4;15;15;23;3;Ligera;3;Holacanthus;passer;Holacanthus passer;NA;20;NA;3
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Flaviano Pelayo ;0.374305556;0.39375;15;15;20;6;Moderada;1;Stegastes;rectifraenum;Stegastes rectifraenum;NA;3;NA;10
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Flaviano Pelayo ;0.374305556;0.39375;15;15;20;6;Moderada;1;Chromis;atrilobata;Chromis atrilobata;NA;3;NA;160
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Flaviano Pelayo ;0.374305556;0.39375;15;15;20;6;Moderada;1;Holacanthus;passer;Holacanthus passer;NA;10;NA;4
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Flaviano Pelayo ;0.374305556;0.39375;15;15;20;6;Moderada;1;Cirrhitus;rivulatus;Cirrhitus rivulatus;NA;15;NA;1
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Flaviano Pelayo ;0.374305556;0.39375;15;15;20;6;Moderada;1;Scorpaena;mystes;Scorpaena mystes;NA;10;NA;1
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Flaviano Pelayo ;0.374305556;0.39375;15;15;20;6;Moderada;1;Halichoeres;dispilus;Halichoeres dispilus;NA;10;NA;1
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Flaviano Pelayo ;0.374305556;0.39375;15;15;20;6;Moderada;1;Serranus;psittacinus;Serranus psittacinus;NA;5;NA;3
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Flaviano Pelayo ;0.374305556;0.39375;15;15;20;6;Moderada;2;Stegastes;rectifraenum;Stegastes rectifraenum;NA;5;NA;4
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Flaviano Pelayo ;0.374305556;0.39375;15;15;20;6;Moderada;2;Stegastes;rectifraenum;Stegastes rectifraenum;NA;3;NA;3
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Flaviano Pelayo ;0.374305556;0.39375;15;15;20;6;Moderada;2;Thalassoma;lucasanum;Thalassoma lucasanum;NA;2;NA;3
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Flaviano Pelayo ;0.374305556;0.39375;15;15;20;6;Moderada;2;Bodianus;diplotaenia;Bodianus diplotaenia;NA;4;NA;3
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Flaviano Pelayo ;0.374305556;0.39375;15;15;20;6;Moderada;2;Bodianus;diplotaenia;Bodianus diplotaenia;NA;15;NA;3
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Flaviano Pelayo ;0.374305556;0.39375;15;15;20;6;Moderada;2;Chromis;atrilobata;Chromis atrilobata;NA;4;NA;60
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Flaviano Pelayo ;0.374305556;0.39375;15;15;20;6;Moderada;2;Chromis;atrilobata;Chromis atrilobata;NA;3;NA;38
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Flaviano Pelayo ;0.374305556;0.39375;15;15;20;6;Moderada;2;Cephalopholis;panamensis;Cephalopholis panamensis;NA;15;NA;4
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Flaviano Pelayo ;0.374305556;0.39375;15;15;20;6;Moderada;2;Cephalopholis;panamensis;Cephalopholis panamensis;NA;12;NA;2
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Flaviano Pelayo ;0.374305556;0.39375;15;15;20;6;Moderada;2;Holacanthus;passer;Holacanthus passer;NA;10;NA;1
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Flaviano Pelayo ;0.374305556;0.39375;15;15;20;6;Moderada;2;Gymnothorax;castaneus;Gymnothorax castaneus;NA;60;NA;1
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Flaviano Pelayo ;0.374305556;0.39375;15;15;20;6;Moderada;2;Mycteroperca;rosacea;Mycteroperca rosacea;NA;20;NA;1
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Flaviano Pelayo ;0.374305556;0.39375;15;15;20;6;Moderada;2;Holacanthus;passer;Holacanthus passer;NA;3;NA;3
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Flaviano Pelayo ;0.374305556;0.39375;15;15;20;6;Moderada;2;Serranus;psittacinus;Serranus psittacinus;NA;5;NA;1
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Flaviano Pelayo ;0.374305556;0.39375;15;15;19;6;Moderada;3;Stegastes;rectifraenum;Stegastes rectifraenum;NA;5;NA;11
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Flaviano Pelayo ;0.374305556;0.39375;15;15;19;6;Moderada;3;Stegastes;rectifraenum;Stegastes rectifraenum;NA;3;NA;10
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Flaviano Pelayo ;0.374305556;0.39375;15;15;19;6;Moderada;3;Bodianus;diplotaenia;Bodianus diplotaenia;NA;8;NA;5
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Flaviano Pelayo ;0.374305556;0.39375;15;15;19;6;Moderada;3;Chromis;atrilobata;Chromis atrilobata;NA;3;NA;40
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Flaviano Pelayo ;0.374305556;0.39375;15;15;19;6;Moderada;3;Thalassoma;lucasanum;Thalassoma lucasanum;NA;3;NA;92
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Flaviano Pelayo ;0.374305556;0.39375;15;15;19;6;Moderada;3;Haemulon;sexfasciatum;Haemulon sexfasciatum;NA;15;NA;10
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Flaviano Pelayo ;0.374305556;0.39375;15;15;19;6;Moderada;3;Mycteroperca;rosacea;Mycteroperca rosacea;NA;15;NA;1
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Flaviano Pelayo ;0.374305556;0.39375;15;15;19;6;Moderada;3;Mycteroperca;rosacea;Mycteroperca rosacea;NA;10;NA;1
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Flaviano Pelayo ;0.374305556;0.39375;15;15;19;6;Moderada;3;Serranus;psittacinus;Serranus psittacinus;NA;5;NA;5
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Flaviano Pelayo ;0.374305556;0.39375;15;15;19;6;Moderada;3;Mycteroperca;rosacea;Mycteroperca rosacea;NA;20;NA;1
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Noé Bustamante;0.375694444;0.4;13.8;13.8;N/D;2.5;Ligera;1;Girella;simplicidens;Girella simplicidens;NA;5;NA;35
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Noé Bustamante;0.375694444;0.4;13.8;13.8;N/D;2.5;Ligera;1;Bodianus;diplotaenia;Bodianus diplotaenia;NA;15;NA;3
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Noé Bustamante;0.375694444;0.4;13.8;13.8;N/D;2.5;Ligera;1;Bodianus;diplotaenia;Bodianus diplotaenia;NA;5;NA;1
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Noé Bustamante;0.375694444;0.4;13.8;13.8;N/D;2.5;Ligera;1;Chromis;atrilobata;Chromis atrilobata;NA;5;NA;140
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Noé Bustamante;0.375694444;0.4;13.8;13.8;N/D;2.5;Ligera;1;Holacanthus;passer;Holacanthus passer;NA;15;NA;47
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Noé Bustamante;0.375694444;0.4;13.8;13.8;N/D;2.5;Ligera;1;Holacanthus;passer;Holacanthus passer;NA;25;NA;10
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Noé Bustamante;0.375694444;0.4;13.8;13.8;N/D;2.5;Ligera;1;Serranus;psittacinus;Serranus psittacinus;NA;10;NA;6
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Noé Bustamante;0.375694444;0.4;13.8;13.8;N/D;2.5;Ligera;1;Thalassoma;lucasanum;Thalassoma lucasanum;NA;10;NA;23
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Noé Bustamante;0.375694444;0.4;13.8;13.8;N/D;2.5;Ligera;1;Halichoeres;chierchiae;Halichoeres chierchiae;NA;20;NA;2
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Noé Bustamante;0.375694444;0.4;13.8;13.8;N/D;2.5;Ligera;1;Mycteroperca;rosacea;Mycteroperca rosacea;NA;15;NA;1
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Noé Bustamante;0.375694444;0.4;13.8;13.8;N/D;2.5;Ligera;1;Paralabrax;maculatofasciatus;Paralabrax maculatofasciatus;NA;30;NA;1
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Noé Bustamante;0.375694444;0.4;13.8;13.8;N/D;2.5;Ligera;1;Urobatis;concentricus;Urobatis concentricus;NA;40;NA;1
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Noé Bustamante;0.375694444;0.4;13.8;13.8;N/D;2.5;Ligera;1;Holacanthus;passer;Holacanthus passer;NA;10;NA;6
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Noé Bustamante;0.375694444;0.4;13.8;13.8;N/D;2.5;Ligera;2;Johnrandallia;nigrirostris;Johnrandallia nigrirostris;NA;15;NA;2
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Noé Bustamante;0.375694444;0.4;13.8;13.8;N/D;2.5;Ligera;2;Girella;simplicidens;Girella simplicidens;NA;10;NA;19
2;11;2007;Sonora;Bahía de Kino;Los Morritos;28.37056;-112.2995;Arrecife Rocoso;Reserva;;Reserva de la Biosfera Isla San Pedro Mártir;Noé Bustamante;0.375694444;0.4;13.8;13.8;N/D;2.5;Ligera;2;Bodianus;diplotaenia;Bodianus diplotaenia;NA;20;NA;3
